ticket_id,account_id,created_date,raw_text,true_category,true_severity
TK111015,ACC103628,2026-05-18,"The REST API rate limit is blocking our overnight batch sync. Moderate impact, we'd like this fixed soon. Second time reporting this.",API/Integration,Medium
TK111016,ACC103629,2026-05-13,"The new layout hides the export button — very hard to find. High priority, please escalate. Any update would help.",UI/Usability,High
TK111017,ACC103629,2026-07-11,"Filters reset every time we change tabs, it's frustrating. Moderate impact, we'd like this fixed soon.",UI/Usability,Medium
TK111018,ACC103629,2026-07-05,The daily P&L export is missing columns since the last release. Disrupting our workflow but we have a workaround. Please advise urgently.,Reporting,Medium
TK111019,ACC103629,2026-06-23,"Exported report totals don't tie out to the dashboard figures. Moderate impact, we'd like this fixed soon. Please advise urgently.",Reporting,Medium
TK111020,ACC103630,2026-06-05,The dashboard takes over 30 seconds to load during market open. Production is down for us — critical impact.,Performance,Critical
TK111021,ACC103631,2026-06-25,End-of-day balances don't match after recon — we're off by $465k. We cannot operate until this is resolved. Second time reporting this.,Reconciliation,Critical
TK111022,ACC103631,2026-06-21,Trade TRD86293 failed to settle and is stuck in pending status. This is blocking all trading and needs an urgent fix.,Settlement,Critical
TK111023,ACC103631,2026-05-16,"Latency spikes make the blotter unusable at peak hours. High priority, please escalate. Any update would help.",Performance,High
TK111024,ACC103632,2026-06-30,The REST API rate limit is blocking our overnight batch sync. It's affecting multiple users right now. This is impacting our team.,API/Integration,High
TK111025,ACC103632,2026-07-10,"Pricing feed shows stale marks for several instruments. High priority, please escalate.",Data Accuracy,High
TK111026,ACC103632,2026-07-07,Data migration during onboarding dropped several historical trades. Not urgent but it keeps recurring. This is impacting our team.,Onboarding,Medium
TK111027,ACC103633,2026-06-22,"Trade TRD17274 failed to settle and is stuck in pending status. Minor issue, low priority.",Settlement,Low
TK111028,ACC103633,2026-04-28,Our API integration returns 500 errors on the positions endpoint. It's affecting multiple users right now. Any update would help.,API/Integration,High
TK111029,ACC103634,2026-04-24,"The dashboard takes over 30 seconds to load during market open. High priority, please escalate. Please advise urgently.",Performance,High
TK111030,ACC103634,2026-05-08,Trade TRD21091 failed to settle and is stuck in pending status. This is blocking all trading and needs an urgent fix. Please advise urgently.,Settlement,Critical
TK111031,ACC103634,2026-05-31,Can't schedule the regulatory report — it times out on generation. This is seriously impacting our desk today.,Reporting,High
TK111032,ACC103636,2026-05-18,"The new layout hides the export button — very hard to find. High priority, please escalate.",UI/Usability,High
TK111033,ACC103636,2026-06-07,Data migration during onboarding dropped several historical trades. This is seriously impacting our desk today. This is impacting our team.,Onboarding,High
TK111034,ACC103636,2026-04-18,End-of-day balances don't match after recon — we're off by $789k. Production is down for us — critical impact. This is impacting our team.,Reconciliation,Critical
TK111035,ACC103637,2026-04-23,End-of-day balances don't match after recon — we're off by $629k. It's affecting multiple users right now. Please advise urgently.,Reconciliation,High
TK111036,ACC103638,2026-05-28,Recon job flagged 14 unmatched trades again this morning. This is seriously impacting our desk today. Any update would help.,Reconciliation,High
TK111037,ACC103638,2026-05-24,"Filters reset every time we change tabs, it's frustrating. Disrupting our workflow but we have a workaround. Please advise urgently.",UI/Usability,Medium
TK111038,ACC103638,2026-07-10,Dark mode makes several fields unreadable. No rush on this one.,UI/Usability,Low
TK111039,ACC103639,2026-06-12,Recon job flagged 36 unmatched trades again this morning. Production is down for us — critical impact. This is impacting our team.,Reconciliation,Critical
TK111040,ACC103639,2026-06-20,The daily P&L export is missing columns since the last release. Disrupting our workflow but we have a workaround. Please advise urgently.,Reporting,Medium
TK111041,ACC103639,2026-05-28,A user can see accounts they shouldn't have permission to view. Production is down for us — critical impact.,Access/Permissions,Critical
TK111042,ACC103639,2026-07-08,Settlement instruction was rejected with no clear reason. This is blocking all trading and needs an urgent fix. Happy to jump on a call.,Settlement,Critical
TK111043,ACC103639,2026-04-24,Billing shows Enterprise tier but we're on Growth. This is blocking all trading and needs an urgent fix. This is impacting our team.,Billing,Critical
TK111044,ACC103640,2026-04-24,The daily P&L export is missing columns since the last release. Not urgent but it keeps recurring. Second time reporting this.,Reporting,Medium
TK111045,ACC103640,2026-05-07,Data migration during onboarding dropped several historical trades. Disrupting our workflow but we have a workaround.,Onboarding,Medium
TK111046,ACC103640,2026-07-09,Recon job flagged 19 unmatched trades again this morning. Not urgent but it keeps recurring. Any update would help.,Reconciliation,Medium
TK111047,ACC103640,2026-06-15,"This month's invoice double-charged us for seats we removed. Moderate impact, we'd like this fixed soon. This is impacting our team.",Billing,Medium
TK111048,ACC103640,2026-06-01,The dashboard takes over 30 seconds to load during market open. Disrupting our workflow but we have a workaround. This is impacting our team.,Performance,Medium
TK111049,ACC103640,2026-04-25,Pricing feed shows stale marks for several instruments. We cannot operate until this is resolved. Please advise urgently.,Data Accuracy,Critical
TK111050,ACC103641,2026-04-22,Trade TRD67720 failed to settle and is stuck in pending status. This is blocking all trading and needs an urgent fix.,Settlement,Critical
TK111051,ACC103641,2026-05-27,"Billing shows Enterprise tier but we're on Growth. Minor issue, low priority. Any update would help.",Billing,Low
TK111052,ACC103641,2026-06-17,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Just a nice-to-have improvement.",Onboarding,Low
TK111053,ACC103642,2026-05-13,Pricing feed shows stale marks for several instruments. This is blocking all trading and needs an urgent fix.,Data Accuracy,Critical
TK111054,ACC103643,2026-07-14,Our API integration returns 500 errors on the positions endpoint. Disrupting our workflow but we have a workaround. This is impacting our team.,API/Integration,Medium
TK111055,ACC103643,2026-07-07,Our API integration returns 500 errors on the positions endpoint. Not urgent but it keeps recurring. Please advise urgently.,API/Integration,Medium
TK111056,ACC103643,2026-05-06,Settlement instruction was rejected with no clear reason. It's affecting multiple users right now.,Settlement,High
TK111057,ACC103644,2026-06-24,Settlement instruction was rejected with no clear reason. It's affecting multiple users right now. Happy to jump on a call.,Settlement,High
TK111058,ACC103644,2026-07-07,"FX rates in the app don't match our custodian's rates. Moderate impact, we'd like this fixed soon. Please advise urgently.",Data Accuracy,Medium
TK111059,ACC103644,2026-05-01,Exported report totals don't tie out to the dashboard figures. No rush on this one. This is impacting our team.,Reporting,Low
TK111060,ACC103644,2026-06-15,Several settlements missed the cutoff window yesterday. We cannot operate until this is resolved. Please advise urgently.,Settlement,Critical
TK111061,ACC103644,2026-06-22,Several settlements missed the cutoff window yesterday. Disrupting our workflow but we have a workaround.,Settlement,Medium
TK111062,ACC103646,2026-06-04,"End-of-day balances don't match after recon — we're off by $419k. High priority, please escalate.",Reconciliation,High
TK111063,ACC103646,2026-06-27,Billing shows Enterprise tier but we're on Growth. Not urgent but it keeps recurring.,Billing,Medium
TK111064,ACC103646,2026-06-29,Trade TRD59581 failed to settle and is stuck in pending status. Production is down for us — critical impact.,Settlement,Critical
TK111065,ACC103646,2026-04-27,"Query performance has degraded badly this week. Minor issue, low priority. Second time reporting this.",Performance,Low
TK111066,ACC103646,2026-06-08,"Settlement instruction was rejected with no clear reason. High priority, please escalate.",Settlement,High
TK111067,ACC103646,2026-05-29,Recon job flagged 11 unmatched trades again this morning. We cannot operate until this is resolved. This is impacting our team.,Reconciliation,Critical
TK111068,ACC103647,2026-05-14,FX rates in the app don't match our custodian's rates. This is blocking all trading and needs an urgent fix. Any update would help.,Data Accuracy,Critical
TK111069,ACC103647,2026-06-14,End-of-day balances don't match after recon — we're off by $333k. We cannot operate until this is resolved. Second time reporting this.,Reconciliation,Critical
TK111070,ACC103648,2026-06-19,Our API integration returns 500 errors on the positions endpoint. This is blocking all trading and needs an urgent fix. Any update would help.,API/Integration,Critical
TK111071,ACC103648,2026-05-01,"Data migration during onboarding dropped several historical trades. High priority, please escalate.",Onboarding,High
TK111072,ACC103648,2026-06-15,The dashboard takes over 30 seconds to load during market open. Disrupting our workflow but we have a workaround.,Performance,Medium
